gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,1,256,2048,ck,8,3,4.2127,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0.25,125.06,0.0
gfx950,256,2,256,2048,ck,8,3,4.2568,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0.49,124.37,0.0
gfx950,256,4,256,2048,ck,8,3,4.2631,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0.98,125.38,0.0
gfx950,256,8,256,2048,ck,8,3,4.2761,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.96,127.4,0.0
gfx950,256,16,256,2048,ck,8,3,4.4817,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.74,126.12,0.0
gfx950,256,32,256,2048,ck,8,3,5.017,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,6.69,120.83,0.0
gfx950,256,48,256,2048,ck,8,3,5.1912,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,9.7,124.67,0.0
gfx950,256,64,256,2048,ck,8,3,4.7288,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,14.19,145.52,0.0
gfx950,256,80,256,2048,ck,8,3,4.8372,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,17.34,150.73,0.0
gfx950,256,96,256,2048,ck,8,3,5.0559,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,19.91,152.31,0.0
gfx950,256,112,256,2048,ck,8,3,4.9189,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,23.88,164.88,0.0
gfx950,256,128,256,2048,ck,8,2,4.9209,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,27.28,173.13,0.0
gfx950,256,256,256,2048,ck,8,2,5.318,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,50.48,221.82,0.0
gfx950,256,512,256,2048,ck,8,2,6.4772,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,82.89,283.3,0.0
gfx950,256,588,256,2048,ck,8,2,7.0021,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,88.05,289.85,0.0
gfx950,256,773,256,2048,ck,8,2,7.5095,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,107.94,333.33,0.0
gfx950,256,822,256,2048,ck,8,0,7.8371,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,109.98,335.41,0.0
gfx950,256,1024,256,2048,ck,8,2,7.7023,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,127.44,373.34,0.0
gfx950,256,1025,256,2048,ck,8,2,9.895,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,108.62,318.17,0.0
gfx950,256,1027,256,2048,ck,8,2,9.8954,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,108.83,318.67,0.0
gfx950,256,1042,256,2048,ck,8,2,8.6299,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,126.61,369.85,0.0
gfx950,256,1051,256,2048,ck,8,2,8.6672,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,127.15,370.92,0.0
gfx950,256,1055,256,2048,ck,8,2,8.6581,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,127.77,372.49,0.0
gfx950,256,1057,256,2048,ck,8,2,8.747,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,126.71,369.29,0.0
gfx950,256,1069,256,2048,ck,8,2,8.7464,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,128.16,372.83,0.0
gfx950,256,1072,256,2048,ck,7,1,9.3489,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,112.55,327.27,0.0
gfx950,256,1074,256,2048,ck,7,3,9.4504,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,111.66,324.6,0.0
gfx950,256,1091,256,2048,ck,7,2,9.4695,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,113.32,328.59,0.0
gfx950,256,1128,256,2048,ck,7,1,9.5164,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,115.99,334.59,0.0
gfx950,256,1136,256,2048,ck,7,2,9.404,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,118.51,341.49,0.0
gfx950,256,1514,256,2048,ck,7,3,9.4504,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,153.61,425.76,0.0
gfx950,256,2017,256,2048,ck,7,3,9.2803,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,201.06,540.71,0.0
gfx950,256,2048,256,2048,ck,7,0,9.3131,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,204.22,548.45,0.0
gfx950,256,2151,256,2048,ck,18,3,10.8919,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,201.38,538.47,0.0
gfx950,256,2332,256,2048,ck,18,0,11.0399,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,221.49,588.25,0.0
gfx950,256,2341,256,2048,ck,18,0,11.0591,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,221.96,589.31,0.0
gfx950,256,3072,256,2048,ck,18,1,9.6576,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,323.54,842.55,0.0
gfx950,256,3073,256,2048,ck,18,0,11.5183,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,270.99,705.7,0.0
gfx950,256,3089,256,2048,ck,18,3,11.2841,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,281.14,731.88,0.0
gfx950,256,3110,256,2048,ck,18,0,11.5787,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,281.64,732.89,0.0
gfx950,256,3137,256,2048,ck,18,3,11.2573,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,282.7,735.26,0.0
gfx950,256,3613,256,2048,ck,18,2,11.3787,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,327.42,844.68,0.0
gfx950,256,4096,256,2048,ck,18,0,9.9926,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,384.17,984.81,0.0
gfx950,256,4097,256,2048,ck,3,1,15.4189,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,271.87,696.91,0.0
gfx950,256,4109,256,2048,ck,2,0,15.3109,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,277.43,711.07,0.0
gfx950,256,4143,256,2048,ck,3,2,15.2777,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,281.0,719.95,0.0
gfx950,256,4345,256,2048,ck,2,3,15.2141,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,293.25,749.68,0.0
gfx950,256,4413,256,2048,ck,2,0,15.2163,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,299.9,766.15,0.0
gfx950,256,5121,256,2048,ck,2,2,15.2971,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,344.29,874.17,0.0
gfx950,256,5123,256,2048,ck,2,1,15.3471,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,340.35,864.14,0.0
gfx950,256,5133,256,2048,ck,2,3,15.3927,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,336.8,855.08,0.0
gfx950,256,5185,256,2048,ck,2,2,15.3321,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,330.24,838.08,0.0
gfx950,256,5191,256,2048,ck,2,1,15.3097,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,332.2,843.02,0.0
gfx950,256,6146,256,2048,ck,2,1,15.4401,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,415.6,1048.46,0.0
gfx950,256,6147,256,2048,ck,2,0,15.4701,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,416.65,1051.1,0.0
gfx950,256,6155,256,2048,ck,2,1,15.3663,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,404.94,1021.51,0.0
gfx950,256,6377,256,2048,ck,2,3,15.4752,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,409.56,1032.01,0.0
gfx950,256,6401,256,2048,ck,2,2,15.5153,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,417.83,1052.73,0.0
gfx950,256,7121,256,2048,ck,2,0,15.6292,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,463.23,1163.47,0.0
gfx950,256,7169,256,2048,ck,2,3,15.697,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,468.42,1176.28,0.0
gfx950,256,7170,256,2048,ck,2,3,15.6682,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,476.24,1195.91,0.0
gfx950,256,7176,256,2048,ck,2,2,15.721,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,477.99,1200.27,0.0
gfx950,256,7177,256,2048,ck,2,2,15.6834,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,478.92,1202.59,0.0
gfx950,256,7185,256,2048,ck,2,3,15.6717,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,477.43,1198.83,0.0
gfx950,256,7206,256,2048,ck,2,0,15.6713,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,482.16,1210.6,0.0
gfx950,256,7217,256,2048,ck,2,3,15.7056,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,478.5,1201.37,0.0
gfx950,256,7257,256,2048,ck,2,0,15.665,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,485.01,1217.52,0.0
gfx950,256,7265,256,2048,ck,2,3,15.6636,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,484.49,1216.19,0.0
gfx950,256,7393,256,2048,ck,2,3,15.6791,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,488.47,1225.58,0.0
gfx950,256,7461,256,2048,ck,2,3,15.714,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,480.57,1205.47,0.0
gfx950,256,7634,256,2048,ck,2,2,15.7267,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,485.54,1217.2,0.0
gfx950,256,8129,256,2048,ck,2,0,15.7214,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,540.39,1352.55,0.0
gfx950,256,8192,256,2048,ck,2,1,15.4001,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,545.8,1365.83,0.0
gfx950,256,1,1024,2048,ck,8,3,4.5556,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0.92,461.25,0.0
gfx950,256,2,1024,2048,ck,8,3,4.5296,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.85,464.8,0.0
gfx950,256,4,1024,2048,ck,8,3,4.7019,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.57,449.51,0.0
gfx950,256,8,1024,2048,ck,8,3,4.8882,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,6.86,435.73,0.0
gfx950,256,16,1024,2048,ck,8,3,5.1727,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,12.97,418.1,0.0
gfx950,256,32,1024,2048,ck,8,2,5.5805,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,24.05,399.29,0.0
gfx950,256,48,1024,2048,ck,8,2,5.7375,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,35.09,399.78,0.0
gfx950,256,64,1024,2048,ck,8,2,5.6199,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,47.77,419.81,0.0
gfx950,256,80,1024,2048,ck,8,2,5.8645,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,57.22,413.48,0.0
gfx950,256,96,1024,2048,ck,8,2,6.0428,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,66.63,412.12,0.0
gfx950,256,112,1024,2048,ck,8,2,6.0732,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,77.35,420.85,0.0
gfx950,256,128,1024,2048,ck,8,2,6.3473,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,84.58,413.0,0.0
gfx950,256,256,1024,2048,ck,8,3,7.6205,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,140.84,412.63,0.0
gfx950,256,512,1024,2048,ck,7,0,9.8126,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,218.85,427.44,0.0
gfx950,256,667,1024,2048,ck,18,0,10.9139,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,256.33,442.48,0.0
gfx950,256,671,1024,2048,ck,18,2,10.5727,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,258.73,445.47,0.0
gfx950,256,931,1024,2048,ck,18,2,10.9903,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,325.66,492.93,0.0
gfx950,256,1024,1024,2048,ck,18,1,9.8299,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,391.82,573.95,0.0
gfx950,256,1025,1024,2048,ck,2,0,14.8874,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,273.79,400.92,0.0
gfx950,256,1027,1024,2048,ck,2,0,15.0571,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,286.08,418.66,0.0
gfx950,256,1031,1024,2048,ck,2,3,15.0511,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,283.27,414.01,0.0
gfx950,256,1039,1024,2048,ck,2,0,15.0825,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,288.94,421.21,0.0
gfx950,256,1040,1024,2048,ck,2,0,15.0975,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,288.93,421.06,0.0
gfx950,256,1041,1024,2048,ck,2,0,15.1375,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,288.44,420.22,0.0
gfx950,256,1072,1024,2048,ck,2,0,15.167,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,293.85,424.03,0.0
gfx950,256,1073,1024,2048,ck,2,2,15.1958,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,285.94,412.48,0.0
gfx950,256,1077,1024,2048,ck,2,0,15.0506,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,300.14,432.44,0.0
gfx950,256,1091,1024,2048,ck,2,1,15.1889,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,289.23,415.01,0.0
gfx950,256,1343,1024,2048,ck,2,0,15.3926,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,356.5,480.87,0.0
gfx950,256,1688,1024,2048,ck,2,1,15.6757,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,449.23,571.76,0.0
gfx950,256,2017,1024,2048,ck,2,1,15.7715,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,536.13,656.47,0.0
gfx950,256,2048,1024,2048,ck,2,1,15.589,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,541.17,660.61,0.0
gfx950,256,2050,1024,2048,ck,3,0,18.9536,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,453.3,553.24,0.0
gfx950,256,2063,1024,2048,ck,3,0,18.9449,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,456.74,556.73,0.0
gfx950,256,2064,1024,2048,ck,3,2,18.8824,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,458.4,558.7,0.0
gfx950,256,2099,1024,2048,ck,3,1,19.0119,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,462.92,562.35,0.0
gfx950,256,2159,1024,2048,ck,3,3,19.153,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,471.9,570.13,0.0
gfx950,256,2160,1024,2048,ck,3,1,19.1344,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,468.17,565.56,0.0
gfx950,256,2313,1024,2048,ck,3,3,19.3325,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,498.81,594.94,0.0
gfx950,256,2325,1024,2048,ck,3,2,19.4087,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,500.94,596.92,0.0
gfx950,256,3072,1024,2048,ck,0,3,19.7086,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,651.04,741.74,0.0
gfx950,256,3073,1024,2048,ck,0,0,20.3271,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,634.08,722.39,0.0
gfx950,256,3182,1024,2048,ck,0,3,20.7571,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,641.15,726.87,0.0
gfx950,256,3183,1024,2048,ck,0,0,20.6264,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,647.25,733.75,0.0
gfx950,256,3847,1024,2048,ck,0,0,21.0326,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,756.98,837.63,0.0
gfx950,256,4096,1024,2048,ck,0,3,20.3588,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,832.77,914.91,0.0
gfx950,256,4111,1024,2048,ck,2,1,27.9237,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,613.36,673.58,0.0
gfx950,256,4141,1024,2048,ck,2,0,27.8867,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,617.37,677.44,0.0
gfx950,256,4142,1024,2048,ck,2,3,28.0681,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,615.53,675.4,0.0
gfx950,256,4345,1024,2048,ck,2,2,28.3698,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,640.08,698.73,0.0
gfx950,256,5105,1024,2048,ck,2,1,29.2376,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,722.26,776.08,0.0
gfx950,256,5121,1024,2048,ck,2,2,28.996,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,732.03,786.35,0.0
gfx950,256,5123,1024,2048,ck,2,3,29.2289,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,722.19,775.74,0.0
gfx950,256,5131,1024,2048,ck,2,2,29.0946,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,731.83,786.0,0.0
