cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
256,512,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,111.7992,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,68.7076,moe_ck2stages_gemm2_64x32x32x128_1x1_MulABScaleExpertWeightShuffled_v1_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0017,180.5068,0,0,0,0.0,0.0,flydsl_fallback
256,1024,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,119.4067,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,85.1785,moe_ck2stages_gemm2_64x32x32x128_1x1_MulABScaleExpertWeightShuffled_v1_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0016,204.5852,0,0,0,0.0,0.0,flydsl_fallback
256,2048,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,147.7633,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,150.9111,moe_ck2stages_gemm2_64x32x32x128_1x1_MulABScaleExpertWeightShuffled_v1_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0016,298.6744,0,0,0,0.0,0.0,flydsl_fallback
256,4096,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,160.6927,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,300.3373,moe_ck2stages_gemm2_64x128x128x128_1x1_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0017,461.03,0,0,0,0.0,0.0,flydsl_fallback
256,8192,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,276.7996,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,552.0472,moe_ck2stages_gemm2_64x128x128x128_1x1_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0016,828.8468,0,0,0,0.0,0.0,flydsl_fallback
256,16384,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,426.5651,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,1054.9726,moe_ck2stages_gemm2_64x128x128x128_1x1_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0017,1481.5377,0,0,0,0.0,0.0,flydsl_fallback
256,32768,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,668.4323,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,2093.454,moe_ck2stages_gemm2_64x128x128x128_1x1_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0017,2761.8863,0,0,0,0.0,0.0,flydsl_fallback
256,1,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,17.2085,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,7.5485,moe_ck2stages_gemm2_256x32x128x128_1x4_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.3%,24.757,0,0,0,2.8,65184.42,
256,2,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,17.6795,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,8.7559,moe_ck2stages_gemm2_256x32x128x128_1x4_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.2%,26.4354,0,0,0,5.24,61046.29,
256,4,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,19.4829,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2,0.0%,10.5868,moe_ck2stages_gemm2_64x32x32x128_1x1_MulABScaleExpertWeightShuffled_v1_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.2%,30.0697,0,0,0,9.21,53668.9,
256,8,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,23.8117,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,16.1045,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic,0.1%,39.9162,0,0,0,13.87,40431.12,
256,16,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,37.3603,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3,0.0%,23.8652,moe_ck2stages_gemm2_64x32x32x128_1x1_MulABScaleExpertWeightShuffled_v1_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.2%,61.2255,0,0,0,18.09,26360.83,
256,32,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,49.2297,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_fp4,0.9%,33.3523,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_atomic_sbm32,0.2%,82.582,0,0,0,26.82,19546.05,
256,64,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,80.4996,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4,0.0%,45.1597,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_atomic_bnt2_sbm32,0.2%,125.6593,0,0,0,35.25,12848.59,
256,128,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,91.754,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w4,0.0%,55.1437,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_atomic_bnt2_persist_sbm32,0.2%,146.8977,0,0,0,60.3,10996.3,
256,256,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,98.0269,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w4,0.0%,58.9202,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_atomic_bnt2_persist_sbm32,0.2%,156.9471,0,0,0,112.88,10302.22,
256,512,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,101.1908,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_xcd4_fp4,0.9%,69.1927,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_bnt2_persist_sbm64,0.2%,170.3835,0,0,0,207.96,9508.26,
256,1024,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,109.7693,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3,0.0%,88.0976,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_bnt2_persist,0.2%,197.8669,0,0,0,358.15,8219.37,
256,2048,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,127.2019,flydsl_moe1_afp4_wfp4_bf16_t64x64x256_w4,0.0%,132.197,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2_persist,0.0%,259.3989,0,0,0,546.39,6318.16,
256,4096,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,157.08700000000002,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4,0.0%,225.0196,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce,0.0%,382.1066,0,0,0,741.86,4355.04,
256,8192,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,223.6731,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_bnt0_xcd4,0.0%,389.132,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_persist,0.0%,612.8051,0,0,0,925.15,2797.66,
256,16384,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,353.644,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4,0.0%,731.8767,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_persist,0.0%,1085.5207,0,0,0,1044.54,1672.09,
256,32768,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,614.6197,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4,0.0%,1538.2739,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_persist,0.0%,2152.8936,0,0,0,1053.35,936.61,
256,4,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,20.629,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,10.5868,moe_ck2stages_gemm2_64x32x32x128_1x1_MulABScaleExpertWeightShuffled_v1_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0016,31.2158,0,0,0,0.0,0.0,flydsl_fallback
256,8,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,23.8117,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,17.2548,moe_ck2stages_gemm2_64x32x32x128_1x1_MulABScaleExpertWeightShuffled_v1_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0014,41.0665,0,0,0,0.0,0.0,flydsl_fallback
256,16,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,38.7571,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,23.8652,moe_ck2stages_gemm2_64x32x32x128_1x1_MulABScaleExpertWeightShuffled_v1_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0017,62.6223,0,0,0,0.0,0.0,flydsl_fallback
256,32,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,57.7098,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,33.7552,moe_ck2stages_gemm2_64x32x32x128_1x1_MulABScaleExpertWeightShuffled_v1_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0016,91.465,0,0,0,0.0,0.0,flydsl_fallback
256,64,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,85.62870000000001,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,48.7618,moe_ck2stages_gemm2_64x32x32x128_1x1_MulABScaleExpertWeightShuffled_v1_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0017,134.3905,0,0,0,0.0,0.0,flydsl_fallback
256,128,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,101.1676,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,58.8326,moe_ck2stages_gemm2_64x32x32x128_1x1_MulABScaleExpertWeightShuffled_v1_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0018,160.0002,0,0,0,0.0,0.0,flydsl_fallback
256,256,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,108.8483,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,64.0761,moe_ck2stages_gemm2_64x32x32x128_1x1_MulABScaleExpertWeightShuffled_v1_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0019,172.9244,0,0,0,0.0,0.0,flydsl_fallback
256,512,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,112.8112,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,70.1194,moe_ck2stages_gemm2_64x32x32x128_1x1_MulABScaleExpertWeightShuffled_v1_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0019,182.9306,0,0,0,0.0,0.0,flydsl_fallback
256,1024,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,121.3561,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,91.98,moe_ck2stages_gemm2_64x32x32x128_1x1_MulABScaleExpertWeightShuffled_v1_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0018,213.3361,0,0,0,0.0,0.0,flydsl_fallback
256,2048,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,144.073,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,164.4991,moe_ck2stages_gemm2_64x32x32x128_1x1_MulABScaleExpertWeightShuffled_v1_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0018,308.5721,0,0,0,0.0,0.0,flydsl_fallback
256,4096,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,171.3463,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,319.8953,moe_ck2stages_gemm2_64x128x128x128_1x1_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0018,491.2416,0,0,0,0.0,0.0,flydsl_fallback
256,8192,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,288.34590000000003,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,597.6674,moe_ck2stages_gemm2_64x128x128x128_1x1_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0018,886.0133,0,0,0,0.0,0.0,flydsl_fallback
256,16384,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,440.5246,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,1161.0299,moe_ck2stages_gemm2_64x128x128x128_1x1_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0018,1601.5545,0,0,0,0.0,0.0,flydsl_fallback
256,32768,4096,256,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,682.4069,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0,2300.7171,moe_ck2stages_gemm2_64x128x128x128_1x1_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.0018,2983.124,0,0,0,0.0,0.0,flydsl_fallback
256,1,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,13.7976,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb4_go_xcd4_fp4,0.8%,8.7159,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic_bnt2,0.0%,22.5135,0,0,0,1.4,35770.48,
256,2,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,15.6213,flydsl_moe1_afp4_wfp4_bf16_t64x64x256_w2_fp4,0.7%,10.5375,flydsl_moe2_afp4_wfp4_bf16_t64x128x128_atomic_bnt2,0.0%,26.1588,0,0,0,2.41,30786.23,
256,4,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,17.9785,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4,0.0%,10.9654,flydsl_moe2_afp4_wfp4_bf16_t32x128x128_atomic_bnt2,0.0%,28.9439,0,0,0,4.35,27824.71,
256,8,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,19.3972,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2_bnt0,0.0%,12.9733,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic_xcd4,0.0%,32.3705,0,0,0,7.77,24880.82,
256,16,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,24.0983,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w4_bnt0,0.0%,16.1887,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic,0.0%,40.287,0,0,0,12.49,19994.12,
256,32,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,28.2948,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_fp4,0.8%,24.3668,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_reduce_persist,0.0%,52.6616,0,0,0,19.12,15299.57,
256,64,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,38.5158,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_fp4,0.7%,32.3841,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic_persist,0.0%,70.8999,0,0,0,28.4,11369.45,
256,128,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,48.7202,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4,0.0%,36.5554,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic_bnt2_persist,0.0%,85.2756,0,0,0,47.22,9462.02,
256,256,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,52.5325,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w4_fp4,0.9%,40.7024,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic_bnt2_persist,0.0%,93.2349,0,0,0,86.37,8671.13,
256,512,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,54.0802,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w4_fp4,0.9%,47.5761,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic_bnt2_xcd4_persist,0.0%,101.6563,0,0,0,158.44,7983.74,
256,1024,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,59.1119,flydsl_moe1_afp4_wfp4_bf16_t64x64x256_w4_fp4,0.8%,66.313,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_reduce_bnt2_xcd4_persist_sbm64,0.0%,125.4249,0,0,0,256.83,6520.95,
256,2048,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,67.2424,flydsl_moe1_afp4_wfp4_bf16_t64x64x256_w4,0.0%,102.1749,flydsl_moe2_afp4_wfp4_bf16_t64x256x128_reduce_bnt2_persist,0.0%,169.4173,0,0,0,380.27,4901.93,
256,4096,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,80.4065,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4,0.0%,184.5844,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_reduce_xcd4_persist_sbm64,0.0%,264.9909,0,0,0,486.24,3228.93,
256,8192,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,109.986,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4,0.0%,347.3768,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_reduce_persist_sbm64,0.0%,457.3628,0,0,0,563.44,1980.86,
256,16384,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,181.4097,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4,0.0%,658.6339,flydsl_moe2_afp4_wfp4_bf16_t64x256x128_reduce_xcd4_persist,0.0%,840.0436,0,0,0,613.53,1198.31,
256,32768,4096,128,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,312.3025,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4,0.0%,1291.9955,flydsl_moe2_afp4_wfp4_bf16_t64x256x128_reduce_xcd4,0.0%,1604.298,0,0,0,642.52,752.95,
256,1,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,14.0725,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kb4_go_xcd4_fp4,21.9%,8.9955,flydsl_moe2_afp4_wfp4_bf16_t32x128x128_atomic_bnt2,0.1%,23.068,0,0,0,1.5,34978.82,
256,2,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,18.1901,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,9.7006,flydsl_moe2_afp4_wfp4_bf16_t32x128x128_atomic_bnt2,0.0%,27.8907,0,0,0,2.48,28930.93,
256,4,4096,128,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,18.5527,moe_ck2stages_gemm1_64x32x32x128_1x1_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,11.0773,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic_bnt2,0.0%,29.63,0,0,0,4.67,27233.49,
